model_name,win_rate,skill_score,median_training_time_s_per100,median_inference_time_s_per100,training_corpus_overlap,num_failures
fp32_chronos2,97.50000000000001,46.92555876556227,,0.31422619046289973,0.0,0
Chronos-Bolt,68.75,38.892961600022936,0.0,0.24851168673039045,0.0,0
spectral_ptq_chronos2,51.49999999999999,18.154129461742375,,0.4786915438760413,0.0,0
Seasonal Naive,27.749999999999996,0.0,0.0,0.455576268872549,0.0,0
baseline_ptq_chronos2,4.5,-72.7985614038809,,0.5333928571694524,0.0,0
