model_name,win_rate,skill_score,median_training_time_s_per100,median_inference_time_s_per100,training_corpus_overlap,num_failures
fp32_chronos2,95.24999999999999,51.19760415164545,,0.31422619046289973,0.0,0
Chronos-Bolt,68.5,43.187343947848866,0.0,0.24851168673039045,0.0,0
spectral_ptq_chronos2,55.49999999999999,29.743741088491426,,0.4786915438760413,0.0,0
Seasonal Naive,25.5,0.0,0.0,0.455576268872549,0.0,0
baseline_ptq_chronos2,5.250000000000001,-58.99286535649957,,0.5333928571694524,0.0,0
